Result for strategy Strategy002
============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |     Avg Duration |   Wins |   Draws |   Losses |
|   CELO/USDT |      4 |           1.18 |           4.74 |             4.743 |           0.47 |          1:59:00 |      4 |       0 |        0 |
|   CELR/USDT |     19 |           0.14 |           2.67 |             2.677 |           0.27 |          5:26:00 |     16 |       0 |        3 |
|    CHR/USDT |     26 |          -0.65 |         -16.94 |           -16.954 |          -1.70 |          6:44:00 |     21 |       0 |        5 |
|    CHZ/USDT |     17 |           0.30 |           5.05 |             5.055 |           0.51 |         22:59:00 |     14 |       0 |        3 |
|    CKB/USDT |      5 |          -0.60 |          -3.02 |            -3.028 |          -0.30 |          1:35:00 |      4 |       0 |        1 |
|   COMP/USDT |     20 |           0.31 |           6.19 |             6.192 |           0.62 |          5:02:00 |     16 |       0 |        4 |
|    COS/USDT |     14 |           0.49 |           6.86 |             6.869 |           0.69 |          5:17:00 |     12 |       0 |        2 |
|   COTI/USDT |     31 |           0.48 |          14.92 |            14.933 |           1.49 |          2:58:00 |     28 |       0 |        3 |
|    CRV/USDT |     16 |           0.01 |           0.09 |             0.088 |           0.01 |          3:42:00 |     14 |       0 |        2 |
|    CTK/USDT |     10 |           1.74 |          17.39 |            17.410 |           1.74 |          5:16:00 |     10 |       0 |        0 |
|   CTSI/USDT |     29 |          -0.00 |          -0.05 |            -0.051 |          -0.01 |          4:34:00 |     23 |       0 |        6 |
|   CTXC/USDT |     28 |           0.40 |          11.24 |            11.254 |           1.13 |          6:04:00 |     26 |       0 |        2 |
|    CVC/USDT |     33 |           0.55 |          18.07 |            18.084 |           1.81 |          7:35:00 |     29 |       0 |        4 |
|   DASH/USDT |     37 |          -0.00 |          -0.10 |            -0.097 |          -0.01 |         21:24:00 |     29 |       0 |        8 |
|   DATA/USDT |     33 |          -0.54 |         -17.76 |           -17.780 |          -1.78 |          4:28:00 |     28 |       0 |        5 |
|    DCR/USDT |     18 |           0.27 |           4.94 |             4.950 |           0.49 |         14:28:00 |     16 |       0 |        2 |
|   DEGO/USDT |      0 |           0.00 |           0.00 |             0.000 |           0.00 |             0:00 |      0 |       0 |        0 |
|   DENT/USDT |     21 |           0.88 |          18.38 |            18.395 |           1.84 |          6:39:00 |     20 |       0 |        1 |
|    DGB/USDT |     12 |           1.33 |          15.99 |            16.011 |           1.60 |          3:17:00 |     12 |       0 |        0 |
|    DIA/USDT |     11 |           1.40 |          15.36 |            15.379 |           1.54 |          2:33:00 |      9 |       0 |        2 |
|    DNT/USDT |      9 |           1.19 |          10.69 |            10.704 |           1.07 |          0:44:00 |      8 |       0 |        1 |
|   DOCK/USDT |     27 |           0.78 |          20.95 |            20.975 |           2.10 |          3:17:00 |     25 |       0 |        2 |
|   DODO/USDT |      2 |           1.00 |           2.00 |             2.000 |           0.20 |          1:18:00 |      2 |       0 |        0 |
|   DOGE/USDT |     13 |           1.20 |          15.62 |            15.631 |           1.56 |          2:21:00 |     12 |       0 |        1 |
|    DOT/USDT |      8 |          -0.23 |          -1.88 |            -1.881 |          -0.19 |          6:49:00 |      5 |       0 |        3 |
