Result for strategy ADX_15M_USDT
=============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Wins |   Draws |   Losses |
| SUSD/USDT |      1 |          -0.29 |          -0.29 |            -0.290 |          -0.03 |         7:15:00 |      0 |       0 |        1 |
|  TCT/USDT |      1 |           0.38 |           0.38 |             0.384 |           0.04 |         7:15:00 |      1 |       0 |        0 |
|  ZRX/USDT |      1 |           0.27 |           0.27 |             0.269 |           0.03 |         2:00:00 |      1 |       0 |        0 |
|     TOTAL |     25 |          -0.29 |          -7.19 |            -7.201 |          -0.72 |         9:49:00 |      9 |       0 |       16 |
=============== SUMMARY METRICS ===============
| Metric                | Value               |
|-----------------------+---------------------|
| Backtesting from      | 2020-03-26 00:00:00 |
| Backtesting to        | 2021-03-26 11:45:00 |
| Max open trades       | 25                  |
|                       |                     |
| Total trades          | 10463               |
| Starting balance      | 1000.000 USDT       |
| Final balance         | 5435.713 USDT       |
| Absolute profit       | 4435.713 USDT       |
| Total profit %        | 443.57%             |
| Trades per day        | 28.67               |
| Avg. stake amount     | 100.000 USDT        |
| Total trade volume    | 1046300.000 USDT    |
|                       |                     |
| Best Pair             | ANKR/USDT 146.5%    |
| Worst Pair            | BZRX/USDT -80.22%   |
| Best trade            | FTM/USDT 15.09%     |
| Worst trade           | LTO/USDT -12.72%    |
| Best day              | 269.826 USDT        |
| Worst day             | -412.172 USDT       |
| Days win/draw/lose    | 258 / 0 / 108       |
| Avg. Duration Winners | 6:14:00             |
| Avg. Duration Loser   | 1 day, 4:45:00      |
|                       |                     |
| Min balance           | 954.412 USDT        |
| Max balance           | 5814.961 USDT       |
| Drawdown              | 1166.97%            |
| Drawdown              | 1168.134 USDT       |
| Drawdown high         | 1520.482 USDT       |
| Drawdown low          | 352.347 USDT        |
| Drawdown Start        | 2020-08-18 11:15:00 |
| Drawdown End          | 2020-11-04 16:30:00 |
| Market change         | 1154.68%            |
===============================================

